date,person,bicycle,car,motorcycle,airplane,bus,train,truck,boat
2016-08-08_09-00,0,0,0,0,0,0,0,0,0
2016-08-08_10-00,0,0,0,0,0,0,0,0,0
2016-08-08_11-00,0,0,0,0,0,0,0,0,0
2016-08-08_12-00,0,0,0,0,0,0,0,0,0
2016-08-08_13-00,0,0,0,0,0,0,0,0,0
2016-08-08_14-00,0,0,0,0,0,0,0,0,0
2016-08-08_15-00,0,0,0,0,0,0,0,0,0
2016-08-08_16-00,0,0,0,0,0,0,0,0,0
2016-08-08_17-00,0,0,0,0,0,0,0,0,0
2016-08-08_18-00,0,0,0,0,0,0,0,0,0
2016-08-08_19-00,0,0,0,0,0,0,0,0,0
2016-08-08_20-00,0,0,0,0,0,0,0,0,0
2016-08-08_21-00,0,0,0,0,0,0,0,0,0
2016-08-08_22-00,0,0,0,0,0,0,0,0,0
2016-08-08_23-00,0,0,0,0,0,0,0,0,0
2016-08-09_00-00,0,0,0,0,0,0,0,0,0
2016-08-09_01-00,0,0,0,0,0,0,0,0,0
2016-08-09_02-00,0,0,0,0,0,0,0,0,0
2016-08-09_03-00,0,0,0,0,0,0,0,0,0
2016-08-09_04-00,0,0,0,0,0,0,0,0,0
2016-08-09_05-00,0,0,0,0,0,0,0,0,0
2016-08-09_06-00,0,0,0,0,0,0,0,0,0
2016-08-09_07-00,0,0,0,0,0,0,0,0,0
2016-08-09_08-00,0,0,0,0,0,0,0,0,0
2016-08-09_09-00,0,0,0,0,0,0,0,0,0
2016-08-09_10-00,0,0,0,0,0,0,0,0,0
2016-08-09_11-00,0,0,0,0,0,0,0,0,0
2016-08-09_12-00,0,0,0,0,0,0,0,0,0
2016-08-09_13-00,0,0,0,0,0,0,0,0,0
2016-08-09_14-00,0,0,0,0,0,0,0,0,0
2016-08-09_15-00,0,0,0,0,0,0,0,0,0
2016-08-09_16-00,0,0,0,0,0,0,0,0,0
2016-08-09_17-00,0,0,0,0,0,0,0,0,0
2016-08-09_18-00,0,0,0,0,0,0,0,0,0
2016-08-09_19-00,0,0,0,0,0,0,0,0,0
2016-08-09_20-00,0,0,0,0,0,0,0,0,0
2016-08-09_21-00,0,0,0,0,0,0,0,0,0
2016-08-09_22-00,0,0,0,0,0,0,0,0,0
2016-08-09_23-00,0,0,0,0,0,0,0,0,0
2016-08-10_00-00,0,0,0,0,0,0,0,0,0
2016-08-10_01-00,0,0,0,0,0,0,0,0,0
2016-08-10_02-00,0,0,0,0,0,0,0,0,0
2016-08-10_03-00,0,0,0,0,0,0,0,0,0
2016-08-10_04-00,0,0,0,0,0,0,0,0,0
2016-08-10_05-00,0,0,0,0,0,0,0,0,0
2016-08-10_06-00,0,0,0,0,0,0,0,0,0
2016-08-10_07-00,0,0,0,0,0,0,0,0,0
2016-08-10_08-00,0,0,0,0,0,0,0,0,0
2016-08-10_09-00,0,0,0,0,0,0,0,0,0
2016-08-10_10-00,0,0,0,0,0,0,0,0,0
2016-08-10_11-00,0,0,0,0,0,0,0,0,0
2016-08-10_12-00,0,0,0,0,0,0,0,0,0
2016-08-10_13-00,0,0,0,0,0,0,0,0,0
2016-08-10_14-00,0,0,0,0,0,0,0,0,0
2016-08-10_15-00,0,0,0,0,0,0,0,0,0
2016-08-10_16-00,0,0,0,0,0,0,0,0,0
2016-08-10_17-00,0,0,0,0,0,0,0,0,0
2016-08-10_18-00,0,0,0,0,0,0,0,0,0
2016-08-10_19-00,0,0,0,0,0,0,0,0,0
2016-08-10_20-00,0,0,0,0,0,0,0,0,0
2016-08-10_21-00,0,0,0,0,0,0,0,0,0
2016-08-10_22-00,0,0,0,0,0,0,0,0,0
2016-08-10_23-00,0,0,0,0,0,0,0,0,0
2016-08-11_00-00,0,0,0,0,0,0,0,0,0
2016-08-11_01-00,0,0,0,0,0,0,0,0,0
2016-08-11_02-00,0,0,0,0,0,0,0,0,0
2016-08-11_03-00,0,0,0,0,0,0,0,0,0
2016-08-11_04-00,0,0,0,0,0,0,0,0,0
2016-08-11_05-00,0,0,0,0,0,0,0,0,0
2016-08-11_06-00,0,0,0,0,0,0,0,0,0
2016-08-11_07-00,0,0,0,0,0,0,0,0,0
2016-08-11_08-00,0,0,0,0,0,0,0,0,0
2016-08-11_09-00,0,0,0,0,0,0,0,0,0
2016-08-11_10-00,0,0,0,0,0,0,0,0,0
2016-08-11_11-00,0,0,0,0,0,0,0,0,0
2016-08-11_12-00,0,0,0,0,0,0,0,0,0
2016-08-11_13-00,0,0,0,0,0,0,0,0,0
2016-08-11_14-00,0,0,0,0,0,0,0,0,0
2016-08-11_15-00,0,0,0,0,0,0,0,0,0
2016-08-11_16-00,0,0,0,0,0,0,0,0,0
2016-08-11_17-00,0,0,0,0,0,0,0,0,0
2016-08-11_18-00,0,0,0,0,0,0,0,0,0
2016-08-11_19-00,0,0,0,0,0,0,0,0,0
2016-08-11_20-00,0,0,0,0,0,0,0,0,0
2016-08-11_21-00,0,0,0,0,0,0,0,0,0
2016-08-11_22-00,0,0,0,0,0,0,0,0,0
2016-08-11_23-00,0,0,0,0,0,0,0,0,0
2016-08-12_00-00,0,0,0,0,0,0,0,0,0
2016-08-12_01-00,0,0,0,0,0,0,0,0,0
2016-08-12_02-00,0,0,0,0,0,0,0,0,0
2016-08-12_03-00,0,0,0,0,0,0,0,0,0
2016-08-12_04-00,0,0,0,0,0,0,0,0,0
2016-08-12_05-00,0,0,0,0,0,0,0,0,0
2016-08-12_06-00,0,0,0,0,0,0,0,0,0
2016-08-12_07-00,0,0,0,0,0,0,0,0,0
2016-08-12_08-00,0,0,0,0,0,0,0,0,0
2016-08-12_09-00,0,0,0,0,0,0,0,0,0
2016-08-12_10-00,0,0,0,0,0,0,0,0,0
2016-08-12_11-00,0,0,0,0,0,0,0,0,0
2016-08-12_12-00,0,0,0,0,0,0,0,0,0
2016-08-12_13-00,0,0,0,0,0,0,0,0,0
2016-08-12_14-00,0,0,0,0,0,0,0,0,0
2016-08-12_15-00,0,0,0,0,0,0,0,0,0
2016-08-12_16-00,0,0,0,0,0,0,0,0,0
2016-08-12_17-00,0,0,0,0,0,0,0,0,0
2016-08-12_18-00,0,0,0,0,0,0,0,0,0
2016-08-12_19-00,0,0,0,0,0,0,0,0,0
2016-08-12_20-00,0,0,0,0,0,0,0,0,0
2016-08-12_21-00,0,0,0,0,0,0,0,0,0
2016-08-12_22-00,0,0,0,0,0,0,0,0,0
2016-08-12_23-00,0,0,0,0,0,0,0,0,0
2016-08-13_00-00,0,0,0,0,0,0,0,0,0
2016-08-13_01-00,0,0,0,0,0,0,0,0,0
2016-08-13_02-00,0,0,0,0,0,0,0,0,0
2016-08-13_03-00,0,0,0,0,0,0,0,0,0
2016-08-13_04-00,0,0,0,0,0,0,0,0,0
2016-08-13_05-00,0,0,0,0,0,0,0,0,0
2016-08-13_06-00,0,0,0,0,0,0,0,0,0
2016-08-13_07-00,0,0,0,0,0,0,0,0,0
2016-08-13_08-00,0,0,0,0,0,0,0,0,0
2016-08-13_09-00,0,0,0,0,0,0,0,0,0
2016-08-13_10-00,0,0,0,0,0,0,0,0,0
2016-08-13_11-00,0,0,0,0,0,0,0,0,0
2016-08-13_12-00,0,0,0,0,0,0,0,0,0
2016-08-13_13-00,0,0,0,0,0,0,0,0,0
2016-08-13_14-00,0,0,0,0,0,0,0,0,0
2016-08-13_15-00,0,0,0,0,0,0,0,0,0
2016-08-13_16-00,0,0,0,0,0,0,0,0,0
2016-08-13_17-00,0,0,0,0,0,0,0,0,0
2016-08-13_18-00,0,0,0,0,0,0,0,0,0
2016-08-13_19-00,0,0,0,0,0,0,0,0,0
2016-08-13_20-00,0,0,0,0,0,0,0,0,0
2016-08-13_21-00,0,0,0,0,0,0,0,0,0
2016-08-13_22-00,0,0,0,0,0,0,0,0,0
2016-08-13_23-00,0,0,0,0,0,0,0,0,0
2016-08-14_00-00,0,0,0,0,0,0,0,0,0
2016-08-14_01-00,0,0,0,0,0,0,0,0,0
2016-08-14_02-00,0,0,0,0,0,0,0,0,0
2016-08-14_03-00,0,0,0,0,0,0,0,0,0
2016-08-14_04-00,0,0,0,0,0,0,0,0,0
2016-08-14_05-00,0,0,0,0,0,0,0,0,0
2016-08-14_06-00,0,0,0,0,0,0,0,0,0
2016-08-14_07-00,0,0,0,0,0,0,0,0,0
2016-08-14_08-00,0,0,0,0,0,0,0,0,0
2016-08-14_09-00,0,0,0,0,0,0,0,0,0
2016-08-14_10-00,0,0,0,0,0,0,0,0,0
2016-08-14_11-00,0,0,0,0,0,0,0,0,0
2016-08-14_12-00,0,0,0,0,0,0,0,0,0
2016-08-14_13-00,0,0,0,0,0,0,0,0,0
2016-08-14_14-00,0,0,0,0,0,0,0,0,0
2016-08-14_15-00,0,0,0,0,0,0,0,0,0
2016-08-14_16-00,0,0,0,0,0,0,0,0,0
2016-08-14_17-00,0,0,0,0,0,0,0,0,0
2016-08-14_18-00,0,0,0,0,0,0,0,0,0
2016-08-14_19-00,0,0,0,0,0,0,0,0,0
2016-08-14_20-00,0,0,0,0,0,0,0,0,0
2016-08-14_21-00,0,0,0,0,0,0,0,0,0
2016-08-14_22-00,0,0,0,0,0,0,0,0,0
2016-08-14_23-00,0,0,0,0,0,0,0,0,0
2016-08-15_00-00,0,0,0,0,0,0,0,0,0
2016-08-15_01-00,0,0,0,0,0,0,0,0,0
2016-08-15_02-00,0,0,0,0,0,0,0,0,0
2016-08-15_03-00,0,0,0,0,0,0,0,0,0
2016-08-15_04-00,0,0,0,0,0,0,0,0,0
2016-08-15_05-00,0,0,0,0,0,0,0,0,0
2016-08-15_06-00,0,0,0,0,0,0,0,0,0
2016-08-15_07-00,0,0,0,0,0,0,0,0,0
2016-08-15_08-00,0,0,0,0,0,0,0,0,0
2016-08-15_09-00,0,0,0,0,0,0,0,0,0
2016-08-15_10-00,0,0,0,0,0,0,0,0,0
2016-08-15_11-00,0,0,0,0,0,0,0,0,0
2016-08-15_12-00,0,0,0,0,0,0,0,0,0
2016-08-15_13-00,0,0,0,0,0,0,0,0,0
2016-08-15_14-00,0,0,0,0,0,0,0,0,0
2016-08-15_15-00,0,0,0,0,0,0,0,0,0
2016-08-15_16-00,0,0,0,0,0,0,0,0,0
2016-08-15_17-00,0,0,0,0,0,0,0,0,0
2016-08-15_18-00,0,0,0,0,0,0,0,0,0
2016-08-15_19-00,0,0,0,0,0,0,0,0,0
2016-08-15_20-00,0,0,0,0,0,0,0,0,0
2016-08-15_21-00,0,0,0,0,0,0,0,0,0
2016-08-15_22-00,0,0,0,0,0,0,0,0,0
2016-08-15_23-00,0,0,0,0,0,0,0,0,0
2016-08-16_00-00,0,0,0,0,0,0,0,0,0
2016-08-16_01-00,0,0,0,0,0,0,0,0,0
2016-08-16_02-00,0,0,0,0,0,0,0,0,0
2016-08-16_03-00,0,0,0,0,0,0,0,0,0
2016-08-16_04-00,0,0,0,0,0,0,0,0,0
2016-08-16_05-00,0,0,0,0,0,0,0,0,0
2016-08-16_06-00,0,0,0,0,0,0,0,0,0
2016-08-16_07-00,0,0,0,0,0,0,0,0,0
2016-08-16_08-00,0,0,0,0,0,0,0,0,0
2016-08-16_09-00,0,0,0,0,0,0,0,0,0
2016-08-16_10-00,14,0,0,0,0,0,1,2,0
2016-08-16_11-00,19,0,0,0,0,0,0,0,0
2016-08-16_12-00,26,0,1,0,0,0,0,0,0
2016-08-16_13-00,10,0,0,0,0,0,1,0,0
2016-08-16_14-00,18,0,2,0,0,0,0,1,0
2016-08-16_15-00,12,0,0,0,0,2,0,0,0
2016-08-16_16-00,30,1,0,0,0,0,0,0,0
2016-08-16_17-00,32,0,0,0,0,0,0,1,0
2016-08-16_18-00,27,0,1,0,0,0,0,1,0
2016-08-16_19-00,31,0,0,0,0,0,0,0,0
2016-08-16_20-00,19,0,4,0,0,0,0,0,0
2016-08-16_21-00,24,0,1,0,0,0,0,0,0
2016-08-16_22-00,20,0,0,0,0,0,0,0,0
2016-08-16_23-00,18,0,0,0,0,1,0,0,0
2016-08-17_00-00,7,0,1,0,0,0,0,0,0
2016-08-17_01-00,5,0,1,0,0,0,0,0,0
2016-08-17_02-00,0,0,0,0,0,0,0,0,0
2016-08-17_03-00,4,0,0,0,0,0,0,0,0
2016-08-17_04-00,5,0,0,0,0,1,0,0,0
2016-08-17_05-00,0,0,0,0,0,0,0,0,0
2016-08-17_06-00,2,0,0,0,0,1,0,1,0
2016-08-17_07-00,9,0,0,0,0,2,0,1,0
2016-08-17_08-00,6,0,1,0,0,0,0,2,0
2016-08-17_09-00,11,1,2,0,0,0,0,1,0
2016-08-17_10-00,11,0,3,0,0,0,0,0,0
2016-08-17_11-00,15,0,0,0,0,0,0,2,0
2016-08-17_12-00,34,0,0,0,0,0,0,0,0
2016-08-17_13-00,23,0,1,0,0,0,0,1,0
2016-08-17_14-00,17,0,3,0,0,0,0,0,0
2016-08-17_15-00,25,0,1,0,0,1,0,0,0
2016-08-17_16-00,29,0,2,0,0,0,0,0,0
2016-08-17_17-00,23,1,1,0,0,0,0,0,0
2016-08-17_18-00,12,0,0,0,0,0,0,0,0
2016-08-17_19-00,25,1,2,0,0,0,0,0,0
2016-08-17_20-00,25,0,1,0,0,0,0,0,0
2016-08-17_21-00,30,0,0,0,0,0,0,0,0
2016-08-17_22-00,16,0,1,0,0,0,0,0,0
2016-08-17_23-00,17,0,0,0,0,0,0,0,0
2016-08-18_00-00,8,0,0,0,0,0,0,0,0
2016-08-18_01-00,0,0,0,0,0,0,0,0,0
2016-08-18_02-00,8,0,0,0,0,0,0,0,0
2016-08-18_03-00,0,0,0,0,0,0,0,0,0
2016-08-18_04-00,3,0,2,0,0,0,0,0,0
2016-08-18_05-00,0,0,1,0,0,0,0,0,0
2016-08-18_06-00,2,0,1,0,0,0,0,1,0
2016-08-18_07-00,2,1,0,0,0,0,0,2,0
2016-08-18_08-00,3,0,2,0,0,0,0,0,0
2016-08-18_09-00,3,0,1,0,0,0,0,2,0
2016-08-18_10-00,4,0,1,0,0,0,0,3,0
2016-08-18_11-00,17,0,1,0,0,0,0,0,0
2016-08-18_12-00,16,0,1,0,0,1,0,0,0
2016-08-18_13-00,20,0,1,0,0,0,0,0,0
2016-08-18_14-00,20,0,2,0,0,0,0,0,0
2016-08-18_15-00,13,0,1,0,0,0,0,0,0
2016-08-18_16-00,19,2,1,0,0,0,0,1,0
2016-08-18_17-00,29,0,0,0,0,0,0,0,0
2016-08-18_18-00,22,2,0,0,0,0,0,0,0
2016-08-18_19-00,26,0,1,0,0,0,0,0,0
2016-08-18_20-00,14,0,0,0,0,1,0,0,0
2016-08-18_21-00,7,0,0,0,0,0,0,0,0
2016-08-18_22-00,9,0,0,0,0,0,0,0,0
2016-08-18_23-00,15,0,2,0,0,0,0,0,0
2016-08-19_00-00,7,0,0,0,0,0,0,0,0
2016-08-19_01-00,6,0,1,0,0,0,0,0,0
2016-08-19_02-00,7,0,0,0,0,0,0,0,0
2016-08-19_03-00,8,0,0,0,0,0,0,0,0
2016-08-19_04-00,3,0,0,0,0,0,0,0,0
2016-08-19_05-00,0,0,0,0,0,0,0,0,0
2016-08-19_06-00,1,0,1,0,0,0,0,2,0
2016-08-19_07-00,3,0,0,0,0,0,0,2,0
2016-08-19_08-00,2,0,0,0,0,1,0,1,0
2016-08-19_09-00,13,1,1,0,0,0,1,1,0
2016-08-19_10-00,5,0,2,0,0,1,0,2,0
2016-08-19_11-00,11,0,1,0,0,0,0,1,0
2016-08-19_12-00,15,0,2,0,0,1,0,0,0
2016-08-19_13-00,21,0,2,0,0,0,0,1,0
2016-08-19_14-00,14,0,1,0,0,0,0,0,0
2016-08-19_15-00,20,0,0,0,0,2,0,0,0
2016-08-19_16-00,15,0,1,0,0,0,0,1,0
2016-08-19_17-00,27,0,0,0,0,0,0,0,0
2016-08-19_18-00,29,0,0,0,0,1,0,0,0
2016-08-19_19-00,21,0,0,0,0,1,0,0,0
2016-08-19_20-00,23,0,1,0,0,0,0,0,0
2016-08-19_21-00,22,0,1,0,0,0,0,0,0
2016-08-19_22-00,10,0,3,0,0,0,0,0,0
2016-08-19_23-00,14,0,4,0,0,0,0,0,0
2016-08-20_00-00,14,0,0,0,0,0,0,0,0
2016-08-20_01-00,9,1,1,0,0,0,0,0,0
2016-08-20_02-00,9,0,0,0,0,0,0,0,0
2016-08-20_03-00,15,0,1,0,0,0,0,0,0
2016-08-20_04-00,12,0,0,0,0,0,0,1,0
2016-08-20_05-00,2,0,0,0,0,0,0,0,0
2016-08-20_06-00,1,0,0,0,0,0,0,1,0
2016-08-20_07-00,0,0,0,0,0,0,1,0,0
2016-08-20_08-00,0,0,1,0,0,0,0,1,0
2016-08-20_09-00,2,0,1,0,0,0,0,2,0
2016-08-20_10-00,2,0,1,0,0,0,1,0,0
2016-08-20_11-00,10,1,1,0,0,1,0,0,0
2016-08-20_12-00,21,0,1,0,0,0,0,0,0
2016-08-20_13-00,19,2,0,0,0,0,0,0,0
2016-08-20_14-00,28,0,1,0,0,0,0,1,0
2016-08-20_15-00,11,0,1,0,0,0,1,0,0
2016-08-20_16-00,9,0,1,0,0,1,0,1,0
2016-08-20_17-00,27,0,2,0,0,0,0,0,0
2016-08-20_18-00,28,1,0,0,0,0,0,0,0
2016-08-20_19-00,21,0,0,0,0,0,0,0,0
2016-08-20_20-00,32,0,2,0,0,0,0,0,0
2016-08-20_21-00,15,0,1,0,0,0,0,0,0
2016-08-20_22-00,19,0,0,0,0,0,0,0,0
2016-08-20_23-00,20,0,0,0,0,0,0,0,0
2016-08-21_00-00,12,0,1,0,0,0,0,0,0
2016-08-21_01-00,11,0,2,0,0,0,0,0,0
2016-08-21_02-00,7,0,0,0,0,1,0,0,0
2016-08-21_03-00,12,0,2,0,0,0,0,0,0
2016-08-21_04-00,10,0,1,0,0,0,0,0,0
2016-08-21_05-00,3,0,0,0,0,0,0,0,0
2016-08-21_06-00,4,0,1,0,0,0,0,0,0
2016-08-21_07-00,3,1,1,0,0,1,0,0,0
2016-08-21_08-00,3,0,1,0,0,0,0,0,0
2016-08-21_09-00,1,0,1,0,0,0,0,0,0
2016-08-21_10-00,21,0,3,0,0,1,0,0,0
2016-08-21_11-00,26,0,1,0,0,0,0,0,0
2016-08-21_12-00,19,0,1,0,0,0,0,3,0
2016-08-21_13-00,18,0,0,0,0,0,0,0,0
2016-08-21_14-00,18,0,0,0,0,1,0,0,0
2016-08-21_15-00,17,0,3,0,0,1,0,0,0
2016-08-21_16-00,11,0,2,1,0,0,0,0,0
2016-08-21_17-00,16,0,0,0,0,1,0,0,0
2016-08-21_18-00,16,0,0,0,0,0,0,0,0
2016-08-21_19-00,17,0,0,0,0,0,0,0,0
2016-08-21_20-00,6,0,0,0,0,0,0,0,1
2016-08-21_21-00,8,0,0,0,0,0,0,0,0
2016-08-21_22-00,12,0,0,0,0,0,0,0,0
2016-08-21_23-00,2,0,1,0,0,0,0,0,0
2016-08-22_00-00,2,0,0,0,0,0,0,0,0
2016-08-22_01-00,7,0,0,0,0,0,0,0,0
2016-08-22_02-00,1,0,0,0,0,0,0,0,0
2016-08-22_03-00,0,0,0,0,0,0,0,0,0
2016-08-22_04-00,2,0,0,0,0,0,0,0,0
2016-08-22_05-00,0,0,0,0,0,0,0,0,0
2016-08-22_06-00,2,0,1,0,0,0,1,1,0
2016-08-22_07-00,2,0,0,0,0,0,0,2,0
2016-08-22_08-00,1,0,1,0,0,0,0,2,0
2016-08-22_09-00,7,1,2,0,0,0,0,1,0
2016-08-22_10-00,10,0,0,0,0,1,0,0,0
2016-08-22_11-00,10,0,0,0,0,1,0,0,0
2016-08-22_12-00,21,0,1,0,0,0,0,1,0
2016-08-22_13-00,20,0,2,0,0,0,0,1,0
2016-08-22_14-00,16,0,2,0,0,0,0,0,0
2016-08-22_15-00,18,0,1,0,0,0,0,1,0
2016-08-22_16-00,19,0,1,0,0,2,0,0,0
2016-08-22_17-00,26,0,1,0,0,0,0,1,0
2016-08-22_18-00,23,1,2,0,0,0,0,1,0
2016-08-22_19-00,24,0,2,0,0,0,1,0,0
2016-08-22_20-00,30,0,0,0,0,0,0,0,0
2016-08-22_21-00,10,0,0,0,0,0,0,0,0
2016-08-22_22-00,17,0,0,0,0,0,0,0,0
2016-08-22_23-00,8,1,0,0,0,0,0,0,0
2016-08-23_00-00,1,0,0,0,0,0,0,0,0
2016-08-23_01-00,4,1,0,0,0,0,0,0,0
2016-08-23_02-00,0,0,0,0,0,0,0,0,0
2016-08-23_03-00,3,0,0,0,0,0,0,0,0
2016-08-23_04-00,0,0,0,0,0,0,0,0,0
2016-08-23_05-00,0,0,1,0,0,0,0,0,0
2016-08-23_06-00,0,0,0,0,0,0,0,1,0
2016-08-23_07-00,0,0,3,0,0,0,0,0,0
2016-08-23_08-00,5,0,0,0,0,0,0,1,0
2016-08-23_09-00,4,0,2,0,0,1,0,1,0
2016-08-23_10-00,9,0,3,0,0,3,0,0,0
2016-08-23_11-00,24,0,2,0,0,0,0,0,0
2016-08-23_12-00,26,0,0,0,0,1,0,0,0
2016-08-23_13-00,18,0,0,0,0,1,0,1,0
2016-08-23_14-00,18,0,2,0,0,0,0,0,0
2016-08-23_15-00,21,0,0,1,0,1,0,0,0
2016-08-23_16-00,26,1,1,0,0,2,0,0,0
2016-08-23_17-00,24,1,0,0,0,1,0,0,0
2016-08-23_18-00,26,0,2,0,0,0,0,0,0
2016-08-23_19-00,22,1,0,0,0,0,0,0,0
2016-08-23_20-00,8,0,0,1,0,0,1,0,0
2016-08-23_21-00,22,0,0,0,0,0,0,0,0
2016-08-23_22-00,19,0,2,0,0,0,0,0,0
2016-08-23_23-00,9,0,0,0,0,0,0,0,0
2016-08-24_00-00,3,0,0,0,0,0,0,0,0
2016-08-24_01-00,5,0,0,0,0,0,0,0,0
2016-08-24_02-00,0,0,0,0,0,0,0,0,0
2016-08-24_03-00,2,0,0,0,0,0,0,0,0
2016-08-24_04-00,0,0,1,0,0,0,0,0,0
2016-08-24_05-00,1,0,0,0,0,0,0,0,0
2016-08-24_06-00,0,0,1,0,0,0,0,0,0
2016-08-24_07-00,8,0,0,0,0,0,0,0,0
2016-08-24_08-00,5,0,2,0,0,0,0,0,0
2016-08-24_09-00,6,0,2,0,0,0,0,1,0
2016-08-24_10-00,12,0,1,0,0,1,0,0,0
2016-08-24_11-00,10,1,2,0,0,1,0,1,0
2016-08-24_12-00,25,0,1,0,0,1,0,0,0
2016-08-24_13-00,22,0,0,0,0,1,0,0,0
2016-08-24_14-00,27,1,1,0,0,0,0,0,0
2016-08-24_15-00,23,0,2,0,0,0,0,1,0
2016-08-24_16-00,24,0,2,0,0,0,0,1,0
2016-08-24_17-00,23,0,0,0,0,0,0,1,0
2016-08-24_18-00,30,0,1,0,0,0,0,0,0
2016-08-24_19-00,21,0,0,0,0,1,0,0,0
2016-08-24_20-00,21,0,0,0,0,0,0,0,0
2016-08-24_21-00,15,0,2,0,0,0,0,0,0
2016-08-24_22-00,20,0,0,0,0,0,0,0,0
2016-08-24_23-00,6,0,0,0,0,0,0,0,0
2016-08-25_00-00,14,0,0,0,0,0,0,0,0
2016-08-25_01-00,4,0,0,0,0,0,0,0,0
2016-08-25_02-00,9,0,0,0,0,0,0,0,0
2016-08-25_03-00,1,0,0,0,0,0,0,0,0
2016-08-25_04-00,1,0,0,0,0,0,0,0,0
2016-08-25_05-00,0,0,0,0,0,0,0,0,0
2016-08-25_06-00,0,0,0,0,0,0,0,0,0
2016-08-25_07-00,4,1,2,0,0,0,0,1,0
2016-08-25_08-00,3,0,1,0,0,0,0,1,0
2016-08-25_09-00,11,0,1,0,0,1,0,1,0
2016-08-25_10-00,9,0,1,0,0,1,0,2,0
2016-08-25_11-00,16,0,0,0,0,0,0,0,0
2016-08-25_12-00,15,0,1,0,0,0,0,3,0
2016-08-25_13-00,12,1,2,0,0,0,0,1,0
2016-08-25_14-00,25,0,0,0,0,0,0,2,0
2016-08-25_15-00,21,0,0,0,0,4,0,0,0
2016-08-25_16-00,11,0,0,0,0,1,1,0,0
2016-08-25_17-00,17,0,0,0,0,0,0,0,0
2016-08-25_18-00,16,0,0,0,0,0,0,0,0
2016-08-25_19-00,19,0,2,0,0,0,0,0,0
2016-08-25_20-00,30,0,0,0,0,0,0,0,0
2016-08-25_21-00,19,0,1,0,0,0,0,0,0
2016-08-25_22-00,16,0,0,0,0,0,0,0,0
2016-08-25_23-00,11,0,1,0,0,0,0,0,0
2016-08-26_00-00,9,0,0,0,0,0,0,0,0
2016-08-26_01-00,5,0,1,0,0,0,0,0,0
2016-08-26_02-00,8,0,0,0,0,0,0,0,0
2016-08-26_03-00,4,0,0,0,0,0,0,0,0
2016-08-26_04-00,2,0,1,0,0,0,0,0,0
2016-08-26_05-00,5,0,0,0,0,0,0,0,0
2016-08-26_06-00,1,0,0,0,0,0,0,0,0
2016-08-26_07-00,0,0,0,0,0,0,0,0,0
2016-08-26_08-00,6,0,3,0,0,0,0,0,0
2016-08-26_09-00,0,0,1,0,0,0,2,1,0
2016-08-26_10-00,18,0,3,0,0,0,0,0,0
2016-08-26_11-00,20,0,1,0,0,1,0,0,0
2016-08-26_12-00,9,0,2,0,0,0,1,0,0
2016-08-26_13-00,12,0,1,0,0,0,0,0,0
2016-08-26_14-00,22,1,2,0,0,0,0,0,0
2016-08-26_15-00,23,0,0,0,0,0,0,0,0
2016-08-26_16-00,26,0,0,0,0,0,0,0,0
2016-08-26_17-00,11,0,3,0,0,0,0,0,0
2016-08-26_18-00,11,0,3,0,0,0,0,0,0
2016-08-26_19-00,11,0,3,0,0,0,0,0,0
2016-08-26_20-00,11,0,3,0,0,0,0,0,0
2016-08-26_21-00,11,0,3,0,0,0,0,0,0
2016-08-26_22-00,11,0,3,0,0,0,0,0,0
2016-08-26_23-00,11,0,3,0,0,0,0,0,0
2016-08-27_00-00,11,0,3,0,0,0,0,0,0
2016-08-27_01-00,11,0,3,0,0,0,0,0,0
2016-08-27_02-00,11,0,3,0,0,0,0,0,0
2016-08-27_03-00,11,0,3,0,0,0,0,0,0
2016-08-27_04-00,11,0,3,0,0,0,0,0,0
2016-08-27_05-00,11,0,3,0,0,0,0,0,0
2016-08-27_06-00,11,0,3,0,0,0,0,0,0
2016-08-27_07-00,11,0,3,0,0,0,0,0,0
2016-08-27_08-00,11,0,3,0,0,0,0,0,0
2016-08-27_09-00,11,0,3,0,0,0,0,0,0
2016-08-27_10-00,11,0,3,0,0,0,0,0,0
2016-08-27_11-00,11,0,3,0,0,0,0,0,0
2016-08-27_12-00,11,0,3,0,0,0,0,0,0
2016-08-27_13-00,11,0,3,0,0,0,0,0,0
2016-08-27_14-00,11,0,3,0,0,0,0,0,0
2016-08-27_15-00,25,0,1,0,0,0,0,0,0
2016-08-27_16-00,25,0,1,0,0,0,0,0,0
2016-08-27_17-00,25,0,1,0,0,0,0,0,0
2016-08-27_18-00,25,0,1,0,0,0,0,0,0
2016-08-27_19-00,25,0,1,0,0,0,0,0,0
2016-08-27_20-00,25,0,1,0,0,0,0,0,0
2016-08-27_21-00,25,0,1,0,0,0,0,0,0
2016-08-27_22-00,25,0,1,0,0,0,0,0,0
2016-08-27_23-00,25,0,1,0,0,0,0,0,0
2016-08-28_00-00,25,0,1,0,0,0,0,0,0
2016-08-28_01-00,25,0,1,0,0,0,0,0,0
2016-08-28_02-00,25,0,1,0,0,0,0,0,0
2016-08-28_03-00,25,0,1,0,0,0,0,0,0
2016-08-28_04-00,25,0,1,0,0,0,0,0,0
2016-08-28_05-00,25,0,1,0,0,0,0,0,0
2016-08-28_06-00,25,0,1,0,0,0,0,0,0
2016-08-28_07-00,25,0,1,0,0,0,0,0,0
2016-08-28_08-00,25,0,1,0,0,0,0,0,0
2016-08-28_09-00,25,0,1,0,0,0,0,0,0
