date,person,bicycle,car,motorcycle,airplane,bus,train,truck,boat
2016-06-29_06-00,1,0,0,0,0,1,0,0,0
2016-06-29_07-00,2,0,1,0,0,0,0,0,0
2016-06-29_08-00,4,0,3,0,0,0,0,0,0
2016-06-29_09-00,5,0,1,0,0,1,0,0,0
2016-06-29_10-00,11,0,0,0,0,1,0,0,0
2016-06-29_11-00,9,0,0,0,0,0,0,0,0
2016-06-29_12-00,12,1,2,0,0,0,1,0,0
2016-06-29_13-00,13,1,2,0,0,0,0,0,0
2016-06-29_14-00,16,1,2,0,0,0,0,0,0
2016-06-29_15-00,12,1,0,0,0,0,0,0,0
2016-06-29_16-00,5,0,0,0,0,0,1,0,0
2016-06-29_17-00,15,0,0,0,0,0,0,0,0
2016-06-29_18-00,22,0,2,1,0,0,0,0,0
2016-06-29_19-00,24,0,1,0,0,0,0,0,0
2016-06-29_20-00,13,0,2,0,0,0,0,0,0
2016-06-29_21-00,15,0,0,0,0,0,0,0,0
2016-06-29_22-00,23,0,1,0,0,0,0,0,0
2016-06-29_23-00,21,0,0,0,0,0,0,0,0
2016-06-30_00-00,11,0,2,0,0,0,0,0,0
2016-06-30_01-00,2,0,0,0,0,0,0,0,0
2016-06-30_02-00,8,0,0,0,0,0,0,0,0
2016-06-30_03-00,5,0,0,0,0,0,0,0,0
2016-06-30_04-00,0,0,0,0,0,0,0,0,0
2016-06-30_05-00,2,0,0,0,0,0,0,1,0
2016-06-30_06-00,0,0,0,0,0,0,1,0,0
2016-06-30_07-00,1,0,0,0,0,0,1,0,0
2016-06-30_08-00,1,1,0,0,0,0,0,0,0
2016-06-30_09-00,3,0,2,0,0,0,0,0,0
2016-06-30_10-00,1,0,4,0,0,0,1,0,0
2016-06-30_11-00,11,0,2,0,0,0,0,0,0
2016-06-30_12-00,11,0,1,0,0,0,0,0,0
2016-06-30_13-00,15,0,2,0,0,0,0,0,0
2016-06-30_14-00,21,0,3,0,0,0,0,0,0
2016-06-30_15-00,14,1,1,0,0,0,0,0,0
2016-06-30_16-00,19,0,0,1,0,0,0,0,0
2016-06-30_17-00,13,0,0,0,0,0,0,2,0
2016-06-30_18-00,11,0,0,0,0,2,0,0,0
2016-06-30_19-00,14,0,2,0,0,0,0,0,0
2016-06-30_20-00,16,0,2,0,0,0,0,0,0
2016-06-30_21-00,18,0,1,0,0,0,0,0,0
2016-06-30_22-00,11,0,0,0,0,0,0,0,0
2016-06-30_23-00,9,0,0,0,0,0,0,0,0
2016-07-01_00-00,19,0,0,0,0,0,0,0,0
2016-07-01_01-00,14,0,0,0,0,0,0,0,0
2016-07-01_02-00,6,0,1,0,0,0,0,0,0
2016-07-01_03-00,2,0,1,0,0,0,0,0,0
2016-07-01_04-00,5,0,0,0,0,0,0,0,0
2016-07-01_05-00,9,0,0,0,0,0,0,0,0
2016-07-01_06-00,1,0,0,0,0,0,0,0,0
2016-07-01_07-00,6,0,0,0,0,1,0,0,0
2016-07-01_08-00,4,1,1,0,0,0,0,0,0
2016-07-01_09-00,5,0,2,1,0,0,0,0,0
2016-07-01_10-00,8,0,0,0,0,0,0,0,0
2016-07-01_11-00,19,1,0,0,0,0,0,0,0
2016-07-01_12-00,13,0,0,0,0,0,0,0,0
2016-07-01_13-00,13,0,3,0,0,0,0,0,0
2016-07-01_14-00,20,0,3,0,0,0,0,1,0
2016-07-01_15-00,16,0,2,0,0,0,0,0,0
2016-07-01_16-00,30,0,0,0,0,0,0,0,0
2016-07-01_17-00,20,0,0,0,0,0,0,0,0
2016-07-01_18-00,18,0,1,0,0,0,0,0,0
2016-07-01_19-00,19,0,3,0,0,0,0,0,0
2016-07-01_20-00,18,0,0,0,0,0,0,0,0
2016-07-01_21-00,31,1,0,0,0,0,0,0,0
2016-07-01_22-00,14,0,1,0,0,0,0,0,0
2016-07-01_23-00,9,0,1,0,0,0,0,0,0
2016-07-02_00-00,16,0,0,0,0,0,0,0,0
2016-07-02_01-00,8,0,1,0,0,0,0,0,0
2016-07-02_02-00,15,0,2,0,0,0,0,0,0
2016-07-02_03-00,7,0,1,0,0,0,0,1,0
2016-07-02_04-00,11,0,0,0,0,0,0,0,0
2016-07-02_05-00,6,0,3,0,0,0,0,0,0
2016-07-02_06-00,3,0,0,0,0,0,0,0,0
2016-07-02_07-00,4,0,0,0,0,1,0,0,0
2016-07-02_08-00,0,0,0,0,0,0,0,0,0
2016-07-02_09-00,3,0,0,0,0,0,0,1,0
2016-07-02_10-00,8,0,1,0,0,0,0,1,0
2016-07-02_11-00,12,0,0,0,0,0,0,1,0
2016-07-02_12-00,16,0,1,0,0,0,0,0,0
2016-07-02_13-00,13,0,2,0,0,0,0,0,0
2016-07-02_14-00,22,0,0,0,0,1,0,0,0
2016-07-02_15-00,23,0,0,0,0,0,0,0,0
2016-07-02_16-00,22,0,0,0,0,0,0,0,0
2016-07-02_17-00,14,0,1,0,0,1,0,0,0
2016-07-02_18-00,19,0,2,0,0,0,0,0,0
2016-07-02_19-00,11,0,0,0,0,0,0,0,0
2016-07-02_20-00,17,0,0,0,0,0,0,0,0
2016-07-02_21-00,18,0,0,0,0,0,0,0,0
2016-07-02_22-00,12,0,0,1,0,0,0,0,0
2016-07-02_23-00,11,0,0,0,0,0,0,0,0
2016-07-03_00-00,8,1,4,0,0,0,0,0,0
2016-07-03_01-00,11,0,1,0,0,0,0,0,0
2016-07-03_02-00,8,0,1,0,0,0,0,0,0
2016-07-03_03-00,7,0,3,0,0,0,0,0,0
2016-07-03_04-00,2,0,2,0,0,0,0,0,0
2016-07-03_05-00,6,0,0,0,0,0,0,0,0
2016-07-03_06-00,2,0,2,0,0,0,0,0,0
2016-07-03_07-00,3,0,1,0,0,0,0,0,0
2016-07-03_08-00,3,0,1,0,0,0,0,0,0
2016-07-03_09-00,1,0,3,0,0,0,0,0,0
2016-07-03_10-00,14,0,2,0,0,0,0,0,0
2016-07-03_11-00,4,0,0,0,0,0,1,0,0
2016-07-03_12-00,10,0,2,0,0,0,0,0,0
2016-07-03_13-00,16,0,0,0,0,0,0,1,0
2016-07-03_14-00,29,0,2,0,0,0,0,0,0
2016-07-03_15-00,27,0,1,0,0,0,0,0,0
2016-07-03_16-00,25,0,1,0,0,1,0,0,0
2016-07-03_17-00,24,0,0,0,0,1,0,1,0
2016-07-03_18-00,16,0,0,0,0,1,0,0,0
2016-07-03_19-00,17,0,0,0,0,0,0,0,0
2016-07-03_20-00,26,0,0,0,0,0,0,0,0
2016-07-03_21-00,6,0,1,0,0,0,1,0,0
2016-07-03_22-00,5,0,1,0,0,1,0,0,0
2016-07-03_23-00,5,0,0,0,0,0,0,0,0
2016-07-04_00-00,8,0,0,0,0,0,0,0,0
2016-07-04_01-00,5,0,1,0,0,0,0,0,0
2016-07-04_02-00,0,0,0,0,0,0,0,0,0
2016-07-04_03-00,5,0,0,0,0,0,0,0,0
2016-07-04_04-00,0,0,0,0,0,0,0,0,0
2016-07-04_05-00,3,0,0,0,0,0,0,0,0
2016-07-04_06-00,0,0,0,0,0,0,0,0,0
2016-07-04_07-00,1,0,0,0,0,1,0,0,0
2016-07-04_08-00,1,0,2,0,0,0,0,0,0
2016-07-04_09-00,3,0,0,0,0,1,0,0,0
2016-07-04_10-00,5,0,4,0,0,0,0,0,0
2016-07-04_11-00,16,0,1,0,0,1,0,0,0
2016-07-04_12-00,17,1,1,0,0,0,0,0,0
2016-07-04_13-00,33,0,1,0,0,0,0,0,0
2016-07-04_14-00,29,0,1,0,0,0,0,2,0
2016-07-04_15-00,23,1,0,0,0,0,0,1,0
2016-07-04_16-00,20,0,1,0,0,0,0,0,0
2016-07-04_17-00,25,0,0,0,0,0,0,0,0
2016-07-04_18-00,18,0,1,0,0,0,0,0,0
2016-07-04_19-00,18,0,0,0,0,0,0,0,0
2016-07-04_20-00,19,0,0,0,0,0,0,0,0
2016-07-04_21-00,11,0,1,0,0,0,0,0,0
2016-07-04_22-00,18,0,2,0,0,0,0,1,0
2016-07-04_23-00,15,0,0,0,0,0,0,0,0
2016-07-05_00-00,2,0,0,0,0,0,0,0,0
2016-07-05_01-00,3,0,0,0,0,0,0,0,0
2016-07-05_02-00,1,0,0,0,0,0,0,0,0
2016-07-05_03-00,7,0,0,0,0,0,0,0,0
2016-07-05_04-00,2,0,1,0,0,0,0,0,0
2016-07-05_05-00,0,0,0,0,0,0,0,0,0
2016-07-05_06-00,2,0,0,0,0,0,0,0,0
2016-07-05_07-00,1,0,0,0,0,0,0,1,0
2016-07-05_08-00,2,0,1,0,0,0,0,0,0
2016-07-05_09-00,2,0,0,0,0,0,0,0,0
2016-07-05_10-00,12,0,2,0,0,0,0,1,0
2016-07-05_11-00,16,0,0,0,0,0,0,0,0
2016-07-05_12-00,14,1,1,0,0,0,0,0,0
2016-07-05_13-00,20,0,0,0,0,1,0,0,0
2016-07-05_14-00,16,0,2,0,0,0,0,0,0
2016-07-05_15-00,19,0,2,0,0,0,0,0,0
2016-07-05_16-00,15,1,0,0,0,0,0,0,0
2016-07-05_17-00,21,0,1,0,0,0,0,0,0
2016-07-05_18-00,17,1,0,0,0,0,0,0,0
2016-07-05_19-00,17,0,2,0,0,0,0,0,0
2016-07-05_20-00,13,0,3,0,0,0,0,0,0
2016-07-05_21-00,13,0,2,0,0,1,0,0,0
2016-07-05_22-00,15,0,0,0,0,0,0,0,0
2016-07-05_23-00,8,0,0,0,0,0,0,0,0
2016-07-06_00-00,4,0,1,0,0,0,1,0,0
2016-07-06_01-00,1,0,2,0,0,0,0,0,0
2016-07-06_02-00,7,0,0,0,0,0,0,0,0
2016-07-06_03-00,5,0,1,0,0,0,0,0,0
2016-07-06_04-00,3,0,0,0,0,0,0,0,0
2016-07-06_05-00,1,0,0,0,0,1,0,0,0
2016-07-06_06-00,2,0,0,0,0,0,0,2,0
2016-07-06_07-00,3,0,1,0,0,0,0,0,0
2016-07-06_08-00,1,0,1,0,0,0,0,0,0
2016-07-06_09-00,5,0,1,0,0,0,0,0,0
2016-07-06_10-00,8,0,2,0,0,0,0,2,0
2016-07-06_11-00,14,0,0,0,0,0,0,0,0
2016-07-06_12-00,20,0,2,0,0,0,0,0,0
2016-07-06_13-00,29,0,2,0,0,0,0,1,0
2016-07-06_14-00,17,1,0,0,0,0,0,1,0
2016-07-06_15-00,15,0,3,0,0,0,0,0,0
2016-07-06_16-00,6,0,0,0,0,0,0,0,0
2016-07-06_17-00,25,0,0,0,0,0,0,0,0
2016-07-06_18-00,16,0,0,0,0,0,0,0,0
2016-07-06_19-00,23,0,0,0,0,0,0,0,0
2016-07-06_20-00,21,0,1,0,0,0,0,0,0
2016-07-06_21-00,21,0,0,0,0,0,0,0,0
2016-07-06_22-00,11,0,0,0,0,0,0,0,0
2016-07-06_23-00,4,0,0,0,0,0,0,0,0
2016-07-07_00-00,2,0,0,0,0,0,0,0,0
2016-07-07_01-00,10,0,0,0,0,0,0,0,0
2016-07-07_02-00,0,0,0,0,0,0,0,0,0
2016-07-07_03-00,3,0,0,0,0,0,0,0,0
2016-07-07_04-00,3,0,0,0,0,0,0,0,0
2016-07-07_05-00,1,0,0,0,0,0,0,0,0
2016-07-07_06-00,0,0,0,0,0,0,0,0,0
2016-07-07_07-00,1,0,0,0,0,0,0,1,0
2016-07-07_08-00,1,0,0,0,0,0,1,1,0
2016-07-07_09-00,3,0,0,0,0,0,0,1,0
2016-07-07_10-00,13,0,2,0,0,0,0,2,0
2016-07-07_11-00,24,0,2,0,0,0,0,1,0
2016-07-07_12-00,13,0,0,0,0,0,1,0,0
2016-07-07_13-00,29,0,1,0,0,1,0,0,0
2016-07-07_14-00,14,0,0,0,0,0,0,0,0
2016-07-07_15-00,15,0,1,0,0,0,0,0,0
2016-07-07_16-00,26,0,1,0,0,0,0,0,0
2016-07-07_17-00,22,0,1,0,0,0,0,0,0
2016-07-07_18-00,20,2,0,0,0,0,0,0,0
2016-07-07_19-00,24,0,0,0,0,0,0,0,0
2016-07-07_20-00,20,0,0,0,0,1,0,0,0
2016-07-07_21-00,16,2,1,0,0,0,0,0,0
2016-07-07_22-00,14,0,2,0,0,0,0,0,0
2016-07-07_23-00,10,0,0,0,0,0,0,0,0
2016-07-08_00-00,1,0,0,0,0,0,0,0,0
2016-07-08_01-00,7,1,0,0,0,0,0,0,0
2016-07-08_02-00,1,0,0,0,0,0,0,0,0
2016-07-08_03-00,2,0,2,0,0,0,0,0,0
2016-07-08_04-00,0,0,0,0,0,0,0,0,0
2016-07-08_05-00,1,0,0,0,0,1,0,0,0
2016-07-08_06-00,1,0,0,0,0,0,0,0,0
2016-07-08_07-00,6,0,0,0,0,0,0,0,0
2016-07-08_08-00,7,0,3,0,0,0,0,0,0
2016-07-08_09-00,7,0,1,0,0,1,0,0,0
2016-07-08_10-00,10,0,3,0,0,1,0,0,0
2016-07-08_11-00,17,0,1,0,0,1,0,0,0
2016-07-08_12-00,21,0,0,0,0,0,0,0,0
2016-07-08_13-00,29,0,0,0,0,0,0,0,0
2016-07-08_14-00,27,1,0,0,0,0,0,0,0
2016-07-08_15-00,32,2,1,0,0,0,0,0,0
2016-07-08_16-00,19,1,1,0,0,0,0,0,0
2016-07-08_17-00,15,0,0,0,0,0,1,0,0
2016-07-08_18-00,8,0,0,0,0,0,1,0,0
2016-07-08_19-00,21,2,0,0,0,1,0,0,0
2016-07-08_20-00,25,0,0,0,0,1,0,0,0
2016-07-08_21-00,21,0,2,0,0,0,0,0,0
2016-07-08_22-00,22,0,1,0,0,0,0,0,0
2016-07-08_23-00,8,0,1,0,0,0,0,0,0
2016-07-09_00-00,16,0,0,0,0,0,0,0,0
2016-07-09_01-00,11,1,2,0,0,0,0,0,0
2016-07-09_02-00,6,0,1,0,0,0,0,0,0
2016-07-09_03-00,12,0,1,0,0,0,0,1,0
2016-07-09_04-00,5,0,6,0,0,0,0,0,0
2016-07-09_05-00,11,0,1,0,0,0,0,0,0
2016-07-09_06-00,0,0,0,0,0,0,0,0,0
2016-07-09_07-00,0,0,0,0,0,0,0,0,0
2016-07-09_08-00,0,0,0,0,0,0,0,0,0
2016-07-09_09-00,7,0,0,0,0,1,0,3,0
2016-07-09_10-00,14,1,2,0,0,0,0,0,0
2016-07-09_11-00,11,0,0,0,0,0,1,0,0
2016-07-09_12-00,11,0,1,0,0,0,0,0,0
2016-07-09_13-00,23,0,0,0,0,1,0,0,0
2016-07-09_14-00,16,0,0,0,0,0,0,0,0
2016-07-09_15-00,21,0,0,0,0,0,0,0,0
2016-07-09_16-00,25,0,1,0,0,0,0,0,0
2016-07-09_17-00,24,0,2,0,0,1,0,0,0
2016-07-09_18-00,23,0,0,0,0,1,0,0,0
2016-07-09_19-00,24,0,0,0,0,0,0,0,0
2016-07-09_20-00,24,1,1,0,0,0,0,0,0
2016-07-09_21-00,17,0,0,0,0,0,0,0,0
2016-07-09_22-00,11,0,0,0,0,1,0,0,0
2016-07-09_23-00,15,0,2,0,0,0,0,0,0
2016-07-10_00-00,9,0,2,0,0,0,0,0,0
2016-07-10_01-00,12,0,0,0,0,0,0,0,0
2016-07-10_02-00,9,0,4,0,0,0,0,0,0
2016-07-10_03-00,8,0,4,0,0,0,0,0,0
2016-07-10_04-00,10,0,4,0,0,1,0,0,0
2016-07-10_05-00,15,0,3,0,0,0,0,0,0
2016-07-10_06-00,7,0,1,0,0,0,0,0,0
2016-07-10_07-00,0,0,1,0,0,0,0,0,0
2016-07-10_08-00,3,0,0,0,0,1,0,0,0
2016-07-10_09-00,0,0,0,0,0,1,0,0,0
2016-07-10_10-00,15,0,1,0,0,0,0,0,0
2016-07-10_11-00,22,0,1,0,0,0,0,0,0
2016-07-10_12-00,7,0,0,0,0,0,0,0,0
2016-07-10_13-00,23,1,1,0,0,0,0,1,0
2016-07-10_14-00,20,0,1,0,0,0,0,0,0
2016-07-10_15-00,20,0,3,0,0,0,0,0,0
2016-07-10_16-00,26,1,0,0,0,1,0,0,0
2016-07-10_17-00,20,0,1,0,0,1,1,0,0
2016-07-10_18-00,22,0,0,0,0,1,0,0,0
2016-07-10_19-00,22,0,0,0,0,1,0,0,0
2016-07-10_20-00,22,0,0,0,0,0,0,0,0
2016-07-10_21-00,11,1,1,0,0,0,0,0,0
2016-07-10_22-00,13,0,0,0,0,1,0,0,0
2016-07-10_23-00,10,1,1,0,0,0,0,0,0
2016-07-11_00-00,12,0,0,0,0,0,0,0,0
2016-07-11_01-00,7,0,0,0,0,0,0,0,0
2016-07-11_02-00,3,0,0,0,0,0,0,0,0
2016-07-11_03-00,1,0,0,0,0,0,0,0,0
2016-07-11_04-00,1,0,0,0,0,0,0,1,0
2016-07-11_05-00,0,0,0,0,0,0,1,0,0
2016-07-11_06-00,0,0,0,0,0,0,0,0,0
2016-07-11_07-00,1,0,0,0,0,0,0,0,0
2016-07-11_08-00,1,0,0,0,0,0,0,0,0
2016-07-11_09-00,7,0,2,0,0,0,0,0,0
2016-07-11_10-00,12,0,1,0,0,1,0,1,0
2016-07-11_11-00,10,1,2,0,0,0,0,0,0
2016-07-11_12-00,8,0,3,0,0,0,0,1,0
2016-07-11_13-00,18,0,1,0,0,0,0,0,0
2016-07-11_14-00,19,0,0,0,0,0,0,0,0
2016-07-11_15-00,19,0,2,0,0,0,0,0,0
2016-07-11_16-00,20,1,0,0,0,0,0,0,0
2016-07-11_17-00,17,0,1,0,0,0,0,0,0
2016-07-11_18-00,11,0,0,0,0,0,0,0,0
2016-07-11_19-00,11,0,0,0,0,0,1,0,0
2016-07-11_20-00,13,0,0,0,0,0,0,0,0
2016-07-11_21-00,24,0,1,0,0,0,0,0,0
2016-07-11_22-00,15,0,0,0,0,0,0,0,0
2016-07-11_23-00,14,0,1,0,0,0,0,0,0
2016-07-12_00-00,0,0,0,0,0,0,0,0,0
2016-07-12_01-00,3,0,2,0,0,0,0,0,0
2016-07-12_02-00,2,0,0,0,0,0,0,0,0
2016-07-12_03-00,3,0,0,0,0,0,0,0,0
2016-07-12_04-00,2,0,0,0,0,0,0,0,0
2016-07-12_05-00,0,0,1,0,0,0,0,0,0
2016-07-12_06-00,3,0,1,0,0,0,0,1,0
2016-07-12_07-00,1,0,0,0,0,1,0,1,0
2016-07-12_08-00,6,0,1,0,0,0,1,0,0
2016-07-12_09-00,5,0,2,0,0,0,0,1,0
2016-07-12_10-00,12,0,0,0,0,0,0,3,0
2016-07-12_11-00,20,0,0,0,0,1,0,0,0
2016-07-12_12-00,20,0,1,0,0,0,0,0,0
2016-07-12_13-00,9,0,2,0,0,1,0,0,0
2016-07-12_14-00,24,0,1,0,0,0,0,0,0
2016-07-12_15-00,17,0,1,0,0,0,0,0,0
2016-07-12_16-00,14,1,1,0,0,0,0,0,0
2016-07-12_17-00,19,0,0,0,0,0,0,0,0
2016-07-12_18-00,14,0,0,0,0,0,0,0,0
2016-07-12_19-00,29,1,0,0,0,1,0,0,0
2016-07-12_20-00,26,0,1,0,0,0,0,0,0
2016-07-12_21-00,16,0,0,0,0,1,0,0,0
2016-07-12_22-00,7,0,1,0,0,0,0,0,0
2016-07-12_23-00,3,0,0,0,0,0,0,0,0
2016-07-13_00-00,1,0,0,0,0,0,0,0,0
2016-07-13_01-00,4,0,0,0,0,0,0,0,0
2016-07-13_02-00,7,0,0,0,0,0,0,0,0
2016-07-13_03-00,0,0,1,0,0,1,0,0,0
2016-07-13_04-00,1,0,0,0,0,0,0,0,0
2016-07-13_05-00,6,0,1,0,0,0,0,1,0
2016-07-13_06-00,0,0,0,0,0,0,0,0,0
2016-07-13_07-00,3,0,0,0,0,0,0,1,0
2016-07-13_08-00,4,0,0,0,0,0,0,0,0
2016-07-13_09-00,9,0,4,0,0,0,0,0,0
2016-07-13_10-00,13,0,1,0,0,0,0,1,0
2016-07-13_11-00,11,0,0,0,0,0,0,0,0
2016-07-13_12-00,16,0,2,0,0,0,0,0,0
2016-07-13_13-00,28,0,2,0,0,0,0,1,0
2016-07-13_14-00,29,0,1,0,0,0,0,0,0
2016-07-13_15-00,23,0,0,0,0,0,0,1,0
2016-07-13_16-00,13,0,1,0,0,0,0,0,0
2016-07-13_17-00,18,0,3,0,0,0,0,1,0
2016-07-13_18-00,23,0,2,0,0,0,0,0,0
2016-07-13_19-00,17,0,0,0,0,1,0,1,0
2016-07-13_20-00,27,0,2,0,0,0,0,0,0
2016-07-13_21-00,19,0,2,0,0,0,0,0,0
2016-07-13_22-00,11,0,0,0,0,0,0,0,0
2016-07-13_23-00,11,0,2,0,0,0,0,1,0
2016-07-14_00-00,4,0,0,0,0,0,0,0,0
2016-07-14_01-00,3,0,1,0,0,0,0,0,0
2016-07-14_02-00,4,0,1,0,0,0,0,0,0
2016-07-14_03-00,1,0,1,0,0,0,0,0,0
2016-07-14_04-00,2,0,0,0,0,0,0,0,0
2016-07-14_05-00,0,0,1,0,0,0,0,0,0
2016-07-14_06-00,1,0,3,0,0,0,0,0,0
2016-07-14_07-00,3,0,3,0,0,0,0,1,0
2016-07-14_08-00,0,0,2,0,0,0,0,0,0
2016-07-14_09-00,4,0,4,0,0,0,0,0,0
2016-07-14_10-00,11,0,0,0,0,1,0,0,0
2016-07-14_11-00,13,0,0,0,0,0,0,0,0
2016-07-14_12-00,24,0,0,0,0,0,0,1,0
2016-07-14_13-00,14,1,1,0,0,0,1,0,0
2016-07-14_14-00,29,0,2,0,0,1,0,0,0
2016-07-14_15-00,21,0,1,0,0,0,0,0,0
2016-07-14_16-00,19,0,3,0,0,1,0,0,0
2016-07-14_17-00,6,0,0,0,0,0,1,0,0
2016-07-14_18-00,20,0,3,0,0,1,0,0,0
2016-07-14_19-00,17,0,2,0,0,0,0,0,0
2016-07-14_20-00,27,0,3,0,0,0,0,0,0
2016-07-14_21-00,20,0,0,0,0,0,0,0,0
2016-07-14_22-00,15,0,1,0,0,0,0,1,0
2016-07-14_23-00,6,0,3,0,0,0,0,0,0
2016-07-15_00-00,5,0,0,0,0,0,0,0,0
2016-07-15_01-00,3,0,1,0,0,0,0,0,0
2016-07-15_02-00,7,0,0,0,0,0,0,0,0
2016-07-15_03-00,5,0,1,0,0,0,0,1,0
2016-07-15_04-00,2,0,3,0,0,0,0,0,0
2016-07-15_05-00,4,0,0,0,0,0,0,1,0
2016-07-15_06-00,2,0,1,0,0,0,0,0,0
2016-07-15_07-00,1,0,3,0,0,1,0,1,0
2016-07-15_08-00,5,0,0,0,0,0,1,0,0
2016-07-15_09-00,5,0,1,0,0,0,0,1,0
2016-07-15_10-00,15,0,1,0,0,0,0,1,0
2016-07-15_11-00,28,1,2,0,0,1,0,0,0
2016-07-15_12-00,26,0,0,0,0,0,0,1,0
2016-07-15_13-00,37,0,0,0,0,0,0,0,0
2016-07-15_14-00,31,0,1,0,0,1,0,0,0
2016-07-15_15-00,19,0,2,0,0,0,0,0,0
2016-07-15_16-00,15,0,0,0,0,0,1,0,0
2016-07-15_17-00,31,0,0,0,0,0,0,0,0
2016-07-15_18-00,23,0,1,0,0,0,0,0,0
2016-07-15_19-00,28,0,1,0,0,1,0,0,0
2016-07-15_20-00,23,0,1,0,0,0,0,0,0
2016-07-15_21-00,25,0,2,0,0,0,0,0,0
2016-07-15_22-00,12,0,0,0,0,1,0,0,0
2016-07-15_23-00,4,0,0,0,0,0,0,0,0
2016-07-16_00-00,5,1,0,0,0,0,0,0,0
2016-07-16_01-00,11,0,0,0,0,0,0,0,0
2016-07-16_02-00,5,0,1,0,0,0,0,0,0
2016-07-16_03-00,9,0,0,0,0,0,0,0,0
2016-07-16_04-00,12,0,0,0,0,0,0,0,0
2016-07-16_05-00,7,0,0,0,0,1,0,0,0
2016-07-16_06-00,3,0,1,0,0,0,0,0,0
2016-07-16_07-00,2,0,0,0,0,0,0,0,0
2016-07-16_08-00,0,0,0,0,0,0,0,1,0
2016-07-16_09-00,3,0,0,0,0,0,0,0,0
2016-07-16_10-00,4,0,0,0,0,0,1,0,0
2016-07-16_11-00,18,0,0,0,0,1,0,0,0
2016-07-16_12-00,16,0,0,0,0,0,0,1,0
2016-07-16_13-00,16,0,1,0,0,0,0,0,0
2016-07-16_14-00,13,0,2,0,0,0,0,0,0
2016-07-16_15-00,17,0,0,0,0,0,0,0,0
2016-07-16_16-00,25,0,0,0,0,1,0,0,0
2016-07-16_17-00,20,0,3,0,0,0,0,0,0
2016-07-16_18-00,21,0,0,0,0,0,0,0,0
2016-07-16_19-00,23,0,0,0,0,0,0,0,0
2016-07-16_20-00,19,0,1,0,0,0,0,0,0
2016-07-16_21-00,9,0,2,0,0,0,0,0,0
2016-07-16_22-00,8,0,0,0,0,0,1,0,0
2016-07-16_23-00,7,0,0,0,0,0,0,0,0
2016-07-17_00-00,12,0,0,0,0,0,0,0,0
2016-07-17_01-00,2,0,3,0,0,0,0,0,0
2016-07-17_02-00,10,0,0,0,0,0,0,0,0
2016-07-17_03-00,10,0,2,0,0,0,0,0,0
2016-07-17_04-00,8,0,1,0,0,0,0,0,0
2016-07-17_05-00,3,0,1,0,0,0,0,0,0
2016-07-17_06-00,4,0,6,0,0,0,0,0,0
2016-07-17_07-00,1,0,1,0,0,0,0,0,0
2016-07-17_08-00,1,0,1,0,0,0,0,0,0
2016-07-17_09-00,7,0,1,0,0,1,0,0,0
2016-07-17_10-00,9,0,0,0,0,1,0,0,0
2016-07-17_11-00,7,0,0,0,0,0,0,1,0
2016-07-17_12-00,18,0,0,0,0,0,0,0,0
2016-07-17_13-00,18,0,1,0,0,1,0,0,0
2016-07-17_14-00,1,0,0,0,0,0,0,1,0
2016-07-17_15-00,13,1,1,0,0,0,0,0,0
2016-07-17_16-00,21,0,0,0,0,0,0,1,0
2016-07-17_17-00,19,0,0,0,0,0,0,0,0
2016-07-17_18-00,21,0,1,0,0,0,0,0,0
2016-07-17_19-00,15,0,1,0,0,0,0,0,0
2016-07-17_20-00,20,0,0,0,0,0,0,0,0
2016-07-17_21-00,8,0,0,0,0,0,0,0,0
2016-07-17_22-00,11,0,1,0,0,0,0,0,0
2016-07-17_23-00,4,0,1,0,0,0,0,0,0
2016-07-18_00-00,3,0,0,0,0,0,0,0,0
2016-07-18_01-00,0,0,0,0,0,0,0,0,0
2016-07-18_02-00,3,0,0,0,0,0,0,0,0
2016-07-18_03-00,4,0,0,0,0,0,0,0,0
2016-07-18_04-00,5,0,2,0,0,0,0,1,0
2016-07-18_05-00,1,0,0,0,0,0,0,0,0
2016-07-18_06-00,0,0,0,0,0,0,0,0,0
2016-07-18_07-00,3,0,1,0,0,0,0,0,0
2016-07-18_08-00,4,0,0,0,0,0,0,1,0
2016-07-18_09-00,4,0,0,0,0,0,0,0,0
2016-07-18_10-00,18,0,0,0,0,0,0,0,0
2016-07-18_11-00,23,0,0,0,0,0,0,0,0
2016-07-18_12-00,21,0,0,0,0,0,0,0,0
2016-07-18_13-00,24,1,0,0,0,0,0,0,0
2016-07-18_14-00,18,0,0,0,0,0,0,0,0
2016-07-18_15-00,21,2,0,0,0,0,0,0,0
2016-07-18_16-00,17,0,0,0,0,0,0,0,0
2016-07-18_17-00,28,0,2,0,0,0,0,0,0
2016-07-18_18-00,22,0,0,0,0,0,0,0,0
2016-07-18_19-00,21,0,0,0,0,0,0,0,0
2016-07-18_20-00,28,0,0,0,0,0,0,0,0
2016-07-18_21-00,21,0,1,0,0,0,0,0,0
2016-07-18_22-00,17,0,1,0,0,0,0,0,0
2016-07-18_23-00,9,0,1,0,0,0,0,0,0
2016-07-19_00-00,13,0,1,0,0,0,0,0,0
2016-07-19_01-00,4,0,1,0,0,0,0,0,0
2016-07-19_02-00,3,0,0,0,0,0,0,0,0
2016-07-19_03-00,2,0,0,0,0,0,0,0,0
2016-07-19_04-00,1,0,1,0,0,0,0,0,0
2016-07-19_05-00,0,0,1,0,0,0,0,0,0
2016-07-19_06-00,1,0,0,0,0,0,0,0,0
